Ensembl Gene ID	Description	MGI symbol
ENSMUSG00000013646	SH3 binding domain protein 5 like [Source:MGI Symbol;Acc:MGI:1933124]	Sh3bp5l
ENSMUSG00000069823	olfactory receptor 1 [Source:MGI Symbol;Acc:MGI:102698]	Olfr1
ENSMUSG00000060688	olfactory receptor 292 [Source:MGI Symbol;Acc:MGI:3030126]	Olfr292
ENSMUSG00000060989	predicted gene 11847 [Source:MGI Symbol;Acc:MGI:3651787]	Gm11847
ENSMUSG00000031144	synaptophysin [Source:MGI Symbol;Acc:MGI:98467]	Syp
ENSMUSG00000028141	ornithine decarboxylase antizyme 3 [Source:MGI Symbol;Acc:MGI:1858170]	Oaz3
ENSMUSG00000035172	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3 [Source:MGI Symbol;Acc:MGI:2384950]	Plekhh3
ENSMUSG00000063063	catenin (cadherin associated protein), alpha 2 [Source:MGI Symbol;Acc:MGI:88275]	Ctnna2
ENSMUSG00000086707	predicted gene 12088 [Source:MGI Symbol;Acc:MGI:3650337]	Gm12088
ENSMUSG00000071604	family with sequence similarity 189, member A2 [Source:MGI Symbol;Acc:MGI:2685813]	Fam189a2
ENSMUSG00000085893	predicted gene 12091 [Source:MGI Symbol;Acc:MGI:3650089]	Gm12091
ENSMUSG00000021866	annexin A11 [Source:MGI Symbol;Acc:MGI:108481]	Anxa11
ENSMUSG00000068579	ribosomal protein L7A, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3643413]	Rpl7a-ps3
ENSMUSG00000084850	predicted gene 12092 [Source:MGI Symbol;Acc:MGI:3650092]	Gm12092
ENSMUSG00000055971	olfactory receptor 378 [Source:MGI Symbol;Acc:MGI:3030212]	Olfr378
ENSMUSG00000048307	ankyrin repeat domain 46 [Source:MGI Symbol;Acc:MGI:1916089]	Ankrd46
ENSMUSG00000030199	ets variant gene 6 (TEL oncogene) [Source:MGI Symbol;Acc:MGI:109336]	Etv6
ENSMUSG00000028140	mitochondrial ribosomal protein L9 [Source:MGI Symbol;Acc:MGI:2137211]	Mrpl9
ENSMUSG00000046671	mitochondrial fission regulator 1-like [Source:MGI Symbol;Acc:MGI:1924074]	Mtfr1l
ENSMUSG00000079487	mediator of RNA polymerase II transcription, subunit 12 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1926212]	Med12
ENSMUSG00000072709	olfactory receptor 380 [Source:MGI Symbol;Acc:MGI:3030214]	Olfr380
ENSMUSG00000056201	cofilin 1, non-muscle [Source:MGI Symbol;Acc:MGI:101757]	Cfl1
ENSMUSG00000028974	DNA fragmentation factor, alpha subunit [Source:MGI Symbol;Acc:MGI:1196227]	Dffa
ENSMUSG00000055320	TEA domain family member 1 [Source:MGI Symbol;Acc:MGI:101876]	Tead1
ENSMUSG00000024472	DCP2 decapping enzyme homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1917890]	Dcp2
ENSMUSG00000022546	glutamic pyruvic transaminase, soluble [Source:MGI Symbol;Acc:MGI:95802]	Gpt
ENSMUSG00000013643	LY6/PLAUR domain containing 8 [Source:MGI Symbol;Acc:MGI:1917413]	Lypd8
ENSMUSG00000071540	RIKEN cDNA 3425401B19 gene [Source:MGI Symbol;Acc:MGI:3588196]	3425401B19Rik
ENSMUSG00000072708	olfactory receptor 381 [Source:MGI Symbol;Acc:MGI:3030215]	Olfr381
ENSMUSG00000056185	sorting nexin 32 [Source:MGI Symbol;Acc:MGI:2444704]	Snx32
ENSMUSG00000095312	olfactory receptor 382 [Source:MGI Symbol;Acc:MGI:3030216]	Olfr382
ENSMUSG00000001773	folate hydrolase 1 [Source:MGI Symbol;Acc:MGI:1858193]	Folh1
ENSMUSG00000073652	apolipoprotein L 7d [Source:MGI Symbol;Acc:MGI:3723449]	Apol7d
ENSMUSG00000095095	olfactory receptor 385 [Source:MGI Symbol;Acc:MGI:3030219]	Olfr385
ENSMUSG00000072780	vomeronasal 2, receptor 24 [Source:MGI Symbol;Acc:MGI:3647530]	Vmn2r24
ENSMUSG00000060335	olfactory receptor 384 [Source:MGI Symbol;Acc:MGI:3030218]	Olfr384
ENSMUSG00000021071	tripartite motif-containing 9 [Source:MGI Symbol;Acc:MGI:2137354]	Trim9
ENSMUSG00000021665	hexosaminidase B [Source:MGI Symbol;Acc:MGI:96074]	Hexb
ENSMUSG00000039395	melanoregulin [Source:MGI Symbol;Acc:MGI:2151839]	Mreg
ENSMUSG00000074817	poly (A) polymerase beta (testis specific) [Source:MGI Symbol;Acc:MGI:1932115]	Papolb
ENSMUSG00000031835	membrane-bound transcription factor peptidase, site 1 [Source:MGI Symbol;Acc:MGI:1927235]	Mbtps1
ENSMUSG00000060630	zinc finger protein 735 [Source:MGI Symbol;Acc:MGI:1923640]	Zfp735
ENSMUSG00000013653	RIKEN cDNA 1810065E05 gene [Source:MGI Symbol;Acc:MGI:1917114]	1810065E05Rik
ENSMUSG00000043872	zinc finger, MYM domain containing 1 [Source:MGI Symbol;Acc:MGI:1915560]	Zmym1
ENSMUSG00000035443	thymocyte nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1925112]	Thyn1
ENSMUSG00000019080	major facilitator superfamily domain containing 3 [Source:MGI Symbol;Acc:MGI:1916822]	Mfsd3
ENSMUSG00000068479	microfibrillar-associated protein 1A [Source:MGI Symbol;Acc:MGI:1914782]	Mfap1a
ENSMUSG00000071856	mutated in colorectal cancers [Source:MGI Symbol;Acc:MGI:96930]	Mcc
ENSMUSG00000031145	prickle homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:1859635]	Prickle3
ENSMUSG00000038967	pyruvate dehydrogenase kinase, isoenzyme 2 [Source:MGI Symbol;Acc:MGI:1343087]	Pdk2
ENSMUSG00000039533	monocyte to macrophage differentiation-associated 2 [Source:MGI Symbol;Acc:MGI:1922354]	Mmd2
ENSMUSG00000070383	olfactory receptor 389 [Source:MGI Symbol;Acc:MGI:3030223]	Olfr389
ENSMUSG00000000811	thioredoxin reductase 3 [Source:MGI Symbol;Acc:MGI:2386711]	Txnrd3
ENSMUSG00000022757	Trk-fused gene [Source:MGI Symbol;Acc:MGI:1338041]	Tfg
ENSMUSG00000039714	complexin 3 [Source:MGI Symbol;Acc:MGI:2384571]	Cplx3
ENSMUSG00000085909	predicted gene 11846 [Source:MGI Symbol;Acc:MGI:3651794]	Gm11846
ENSMUSG00000026189	peroxisomal trans-2-enoyl-CoA reductase [Source:MGI Symbol;Acc:MGI:2148199]	Pecr
ENSMUSG00000033342	RIKEN cDNA 4833424O15 gene [Source:MGI Symbol;Acc:MGI:1923019]	4833424O15Rik
ENSMUSG00000041399	RIKEN cDNA 1700013G24 gene [Source:MGI Symbol;Acc:MGI:1916630]	1700013G24Rik
ENSMUSG00000055963	triple QxxK/R motif containing [Source:MGI Symbol;Acc:MGI:3650048]	Triqk
ENSMUSG00000058287	predicted gene 12253 [Source:MGI Symbol;Acc:MGI:3651568]	Gm12253
ENSMUSG00000033762	RecQ protein-like 4 [Source:MGI Symbol;Acc:MGI:1931028]	Recql4
ENSMUSG00000069818	olfactory receptor 390 [Source:MGI Symbol;Acc:MGI:3030224]	Olfr390
ENSMUSG00000027296	inositol 1,4,5-trisphosphate 3-kinase A [Source:MGI Symbol;Acc:MGI:1333822]	Itpka
ENSMUSG00000009487	otogelin [Source:MGI Symbol;Acc:MGI:1202064]	Otog
ENSMUSG00000020722	calcium channel, voltage-dependent, gamma subunit 1 [Source:MGI Symbol;Acc:MGI:1206582]	Cacng1
ENSMUSG00000034189	hydroxysteroid dehydrogenase like 1 [Source:MGI Symbol;Acc:MGI:1919802]	Hsdl1
ENSMUSG00000094825	predicted gene 3194 [Source:MGI Symbol;Acc:MGI:3781373]	Gm3194
ENSMUSG00000029578	WD repeat domain, phosphoinositide interacting 2 [Source:MGI Symbol;Acc:MGI:1923831]	Wipi2
ENSMUSG00000052642	RIKEN cDNA 4930504O13 gene [Source:MGI Symbol;Acc:MGI:2685370]	4930504O13Rik
ENSMUSG00000072855	predicted gene 10430 [Source:MGI Symbol;Acc:MGI:3711274]	Gm10430
ENSMUSG00000061984	olfactory receptor 392 [Source:MGI Symbol;Acc:MGI:3030226]	Olfr392
ENSMUSG00000069189	zinc finger, DHHC domain containing 11 [Source:MGI Symbol;Acc:MGI:1918414]	Zdhhc11
ENSMUSG00000095797	predicted gene 8246 [Source:MGI Symbol;Acc:MGI:3644639]	Gm8246
ENSMUSG00000069633	peroxisomal biogenesis factor 11 gamma [Source:MGI Symbol;Acc:MGI:1920905]	Pex11c
ENSMUSG00000047751	undifferentiated embryonic cell transcription factor 1 [Source:MGI Symbol;Acc:MGI:1276125]	Utf1
ENSMUSG00000063180	predicted gene 10126 [Source:MGI Symbol;Acc:MGI:3809072]	Gm10126
ENSMUSG00000094578	predicted gene 3187 [Source:MGI Symbol;Acc:MGI:3781366]	Gm3187
ENSMUSG00000051839	glycophorin A [Source:MGI Symbol;Acc:MGI:95880]	Gypa
ENSMUSG00000043314	olfactory receptor 30 [Source:MGI Symbol;Acc:MGI:109305]	Olfr30
ENSMUSG00000019977	Hbs1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1891704]	Hbs1l
ENSMUSG00000067879	RIKEN cDNA 3110035E14 gene [Source:MGI Symbol;Acc:MGI:1924232]	3110035E14Rik
ENSMUSG00000021573	tubulin polymerization promoting protein [Source:MGI Symbol;Acc:MGI:1920198]	Tppp
ENSMUSG00000094488	olfactory receptor 393 [Source:MGI Symbol;Acc:MGI:3030227]	Olfr393
ENSMUSG00000050813	olfactory receptor 332 [Source:MGI Symbol;Acc:MGI:3030166]	Olfr332
ENSMUSG00000094672	vomeronasal 2, receptor 25 [Source:MGI Symbol;Acc:MGI:3644645]	Vmn2r25
ENSMUSG00000095295	predicted gene, 3488 [Source:MGI Symbol;Acc:MGI:3781665]	Gm3488
ENSMUSG00000056271	lectin, mannose-binding 1 like [Source:MGI Symbol;Acc:MGI:2667537]	Lman1l
ENSMUSG00000041707	RIKEN cDNA 1810011H11 gene [Source:MGI Symbol;Acc:MGI:1916319]	1810011H11Rik
ENSMUSG00000036882	Rho GTPase activating protein 33 [Source:MGI Symbol;Acc:MGI:2673998]	Arhgap33
ENSMUSG00000041773	ectodermal-neural cortex 1 [Source:MGI Symbol;Acc:MGI:109610]	Enc1
ENSMUSG00000026765	LY6/PLAUR domain containing 6B [Source:MGI Symbol;Acc:MGI:1919147]	Lypd6b
ENSMUSG00000056921	olfactory receptor 394 [Source:MGI Symbol;Acc:MGI:3030228]	Olfr394
ENSMUSG00000073795	RIKEN cDNA 6430531B16 gene [Source:MGI Symbol;Acc:MGI:2685939]	6430531B16Rik
ENSMUSG00000083917	predicted gene 12093 [Source:MGI Symbol;Acc:MGI:3650093]	Gm12093
ENSMUSG00000058807	olfactory receptor 331 [Source:MGI Symbol;Acc:MGI:3030165]	Olfr331
ENSMUSG00000026188	transmembrane protein 169 [Source:MGI Symbol;Acc:MGI:2442781]	Tmem169
ENSMUSG00000096796	RIKEN cDNA 1700021P04 gene [Source:MGI Symbol;Acc:MGI:1922771]	1700021P04Rik
ENSMUSG00000062186	olfactory receptor 395 [Source:MGI Symbol;Acc:MGI:3030229]	Olfr395
ENSMUSG00000031988	vacuolar protein sorting 26 homolog B (yeast) [Source:MGI Symbol;Acc:MGI:1917656]	Vps26b
ENSMUSG00000086227	predicted gene 11820 [Source:MGI Symbol;Acc:MGI:3650049]	Gm11820
ENSMUSG00000022755	G protein-coupled receptor 128 [Source:MGI Symbol;Acc:MGI:2441732]	Gpr128
ENSMUSG00000078127	family with sequence similarity 170, member B [Source:MGI Symbol;Acc:MGI:2145650]	Fam170b
ENSMUSG00000032925	integrin, beta-like 1 [Source:MGI Symbol;Acc:MGI:2443439]	Itgbl1
ENSMUSG00000086786	predicted gene 15908 [Source:MGI Symbol;Acc:MGI:3801931]	Gm15908
ENSMUSG00000081327	predicted gene 11819 [Source:MGI Symbol;Acc:MGI:3650050]	Gm11819
ENSMUSG00000050818	olfactory receptor 330 [Source:MGI Symbol;Acc:MGI:3030164]	Olfr330
ENSMUSG00000049811	family with sequence similarity 161, member A [Source:MGI Symbol;Acc:MGI:1921123]	Fam161a
ENSMUSG00000083328	predicted gene 11826 [Source:MGI Symbol;Acc:MGI:3651142]	Gm11826
ENSMUSG00000081063	predicted gene 11825 [Source:MGI Symbol;Acc:MGI:3651186]	Gm11825
ENSMUSG00000059316	solute carrier family 27 (fatty acid transporter), member 4 [Source:MGI Symbol;Acc:MGI:1347347]	Slc27a4
ENSMUSG00000039492	coiled-coil domain containing 27 [Source:MGI Symbol;Acc:MGI:2685881]	Ccdc27
ENSMUSG00000098209	predicted gene 17176 [Source:MGI Symbol;Acc:MGI:4938003]	Gm17176
ENSMUSG00000069816	olfactory receptor 23 [Source:MGI Symbol;Acc:MGI:109312]	Olfr23
ENSMUSG00000024812	tight junction protein 2 [Source:MGI Symbol;Acc:MGI:1341872]	Tjp2
ENSMUSG00000085962	predicted gene, 16984 [Source:MGI Symbol;Acc:MGI:4439908]	Gm16984
ENSMUSG00000080851	predicted gene 12094 [Source:MGI Symbol;Acc:MGI:3650094]	Gm12094
ENSMUSG00000036377	RIKEN cDNA C530008M17 gene [Source:MGI Symbol;Acc:MGI:2444817]	C530008M17Rik
ENSMUSG00000057654	olfactory receptor 328 [Source:MGI Symbol;Acc:MGI:3030162]	Olfr328
ENSMUSG00000034786	G-protein signalling modulator 3 (AGS3-like, C. elegans) [Source:MGI Symbol;Acc:MGI:2146785]	Gpsm3
ENSMUSG00000057050	olfactory receptor 397 [Source:MGI Symbol;Acc:MGI:3030231]	Olfr397
ENSMUSG00000026874	hemolytic complement [Source:MGI Symbol;Acc:MGI:96031]	Hc
ENSMUSG00000033126	ybeY metallopeptidase [Source:MGI Symbol;Acc:MGI:2656825]	Ybey
ENSMUSG00000042353	Fras1 related extracellular matrix protein 3 [Source:MGI Symbol;Acc:MGI:2685641]	Frem3
ENSMUSG00000025912	myeloblastosis oncogene-like 1 [Source:MGI Symbol;Acc:MGI:99925]	Mybl1
ENSMUSG00000050666	V-set and transmembrane domain containing 4 [Source:MGI Symbol;Acc:MGI:2444633]	Vstm4
ENSMUSG00000039813	TBC1 domain family, member 2 [Source:MGI Symbol;Acc:MGI:2652885]	Tbc1d2
ENSMUSG00000059279	olfactory receptor 224 [Source:MGI Symbol;Acc:MGI:3030058]	Olfr224
ENSMUSG00000013611	sorting nexin 31 [Source:MGI Symbol;Acc:MGI:1913946]	Snx31
ENSMUSG00000049041	olfactory receptor 398 [Source:MGI Symbol;Acc:MGI:3030232]	Olfr398
ENSMUSG00000026187	X-ray repair complementing defective repair in Chinese hamster cells 5 [Source:MGI Symbol;Acc:MGI:104517]	Xrcc5
ENSMUSG00000060765	olfactory receptor 325 [Source:MGI Symbol;Acc:MGI:3030159]	Olfr325
ENSMUSG00000086927	predicted gene 11823 [Source:MGI Symbol;Acc:MGI:3651314]	Gm11823
ENSMUSG00000082128	predicted gene 11824 [Source:MGI Symbol;Acc:MGI:3651313]	Gm11824
ENSMUSG00000041781	cleavage and polyadenylation specific factor 2 [Source:MGI Symbol;Acc:MGI:1861601]	Cpsf2
ENSMUSG00000025384	RIKEN cDNA 2310003H01 gene [Source:MGI Symbol;Acc:MGI:1919135]	2310003H01Rik
ENSMUSG00000086068	RIKEN cDNA 1700120G11 gene [Source:MGI Symbol;Acc:MGI:1920849]	1700120G11Rik
ENSMUSG00000056564	olfactory receptor 324 [Source:MGI Symbol;Acc:MGI:3030158]	Olfr324
ENSMUSG00000047444	olfactory receptor 139 [Source:MGI Symbol;Acc:MGI:2177522]	Olfr139
ENSMUSG00000050822	solute carrier family 29 (nucleoside transporters), member 4 [Source:MGI Symbol;Acc:MGI:2385330]	Slc29a4
ENSMUSG00000059363	frataxin [Source:MGI Symbol;Acc:MGI:1096879]	Fxn
ENSMUSG00000063851	ring finger protein 183 [Source:MGI Symbol;Acc:MGI:1923322]	Rnf183
ENSMUSG00000043692	olfactory receptor 399 [Source:MGI Symbol;Acc:MGI:3030233]	Olfr399
ENSMUSG00000096630	vomeronasal 2, receptor 26 [Source:MGI Symbol;Acc:MGI:2678394]	Vmn2r26
ENSMUSG00000037145	RIKEN cDNA 2210407C18 gene [Source:MGI Symbol;Acc:MGI:1925604]	2210407C18Rik
ENSMUSG00000031898	dipeptidase 3 [Source:MGI Symbol;Acc:MGI:1919104]	Dpep3
ENSMUSG00000008763	mannosidase, alpha, class 1A, member 2 [Source:MGI Symbol;Acc:MGI:104676]	Man1a2
ENSMUSG00000055805	formin-like 1 [Source:MGI Symbol;Acc:MGI:1888994]	Fmnl1
ENSMUSG00000022754	transmembrane protein 45a [Source:MGI Symbol;Acc:MGI:1913122]	Tmem45a
ENSMUSG00000034673	pre B cell leukemia homeobox 2 [Source:MGI Symbol;Acc:MGI:1341793]	Pbx2
ENSMUSG00000031715	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:MGI Symbol;Acc:MGI:1935129]	Smarca5
ENSMUSG00000069476	zinc finger protein 616 [Source:MGI Symbol;Acc:MGI:3650906]	Zfp616
ENSMUSG00000034653	YTH domain containing 2 [Source:MGI Symbol;Acc:MGI:2448561]	Ythdc2
ENSMUSG00000024922	OVO homolog-like 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1330290]	Ovol1
ENSMUSG00000043880	olfactory receptor 323 [Source:MGI Symbol;Acc:MGI:3030157]	Olfr323
ENSMUSG00000039372	membrane-associated ring finger (C3HC4) 4 [Source:MGI Symbol;Acc:MGI:2683550]	March4
ENSMUSG00000025329	peptidyl arginine deiminase, type I [Source:MGI Symbol;Acc:MGI:1338893]	Padi1
ENSMUSG00000072778	vomeronasal 2, receptor27 [Source:MGI Symbol;Acc:MGI:3761517]	Vmn2r27
ENSMUSG00000025473	a disintegrin and metallopeptidase domain 8 [Source:MGI Symbol;Acc:MGI:107825]	Adam8
ENSMUSG00000078676	cancer susceptibility candidate 3 [Source:MGI Symbol;Acc:MGI:2179723]	Casc3
ENSMUSG00000037124	tripartite motif-containing 58 [Source:MGI Symbol;Acc:MGI:2684862]	Trim58
ENSMUSG00000049562	adaptor-related protein complex 5, beta 1 subunit [Source:MGI Symbol;Acc:MGI:2685808]	Ap5b1
ENSMUSG00000070380	olfactory receptor 401 [Source:MGI Symbol;Acc:MGI:3030235]	Olfr401
ENSMUSG00000027297	leukocyte tyrosine kinase [Source:MGI Symbol;Acc:MGI:96840]	Ltk
ENSMUSG00000080906	predicted gene 12095 [Source:MGI Symbol;Acc:MGI:3651296]	Gm12095
ENSMUSG00000027552	E2F transcription factor 5 [Source:MGI Symbol;Acc:MGI:105091]	E2f5
ENSMUSG00000073073	predicted gene 8098 [Source:MGI Symbol;Acc:MGI:3645749]	Gm8098
ENSMUSG00000046748	RIKEN cDNA 2310005G13 gene [Source:MGI Symbol;Acc:MGI:1916707]	2310005G13Rik
ENSMUSG00000070379	olfactory receptor 402 [Source:MGI Symbol;Acc:MGI:3030236]	Olfr402
ENSMUSG00000034614	phosphoinositide-3-kinase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917016]	Pik3ip1
ENSMUSG00000029199	lipoic acid synthetase [Source:MGI Symbol;Acc:MGI:1934604]	Lias
ENSMUSG00000024925	ribonuclease H2, subunit C [Source:MGI Symbol;Acc:MGI:1915459]	Rnaseh2c
ENSMUSG00000070378	olfactory receptor 403 [Source:MGI Symbol;Acc:MGI:3030237]	Olfr403
ENSMUSG00000081712	predicted gene 12096 [Source:MGI Symbol;Acc:MGI:3651583]	Gm12096
ENSMUSG00000063549	olfactory receptor 322 [Source:MGI Symbol;Acc:MGI:3030156]	Olfr179
ENSMUSG00000020723	calcium channel, voltage-dependent, gamma subunit 4 [Source:MGI Symbol;Acc:MGI:1859167]	Cacng4
ENSMUSG00000082078	predicted gene 12098 [Source:MGI Symbol;Acc:MGI:3651581]	Gm12098
ENSMUSG00000081887	predicted gene 12097 [Source:MGI Symbol;Acc:MGI:3651582]	Gm12097
ENSMUSG00000024867	phosphatidylinositol-4-phosphate 5-kinase, type 1 beta [Source:MGI Symbol;Acc:MGI:107930]	Pip5k1b
ENSMUSG00000061344	olfactory receptor 320 [Source:MGI Symbol;Acc:MGI:3030155]	Olfr320
ENSMUSG00000083655	predicted gene 12099 [Source:MGI Symbol;Acc:MGI:3651579]	Gm12099
ENSMUSG00000070377	olfactory receptor 43 [Source:MGI Symbol;Acc:MGI:1333770]	Olfr43
ENSMUSG00000020290	exportin 1, CRM1 homolog (yeast) [Source:MGI Symbol;Acc:MGI:2144013]	Xpo1
ENSMUSG00000064044	olfactory receptor 319 [Source:MGI Symbol;Acc:MGI:3030153]	Olfr319
ENSMUSG00000039477	trinucleotide repeat containing 18 [Source:MGI Symbol;Acc:MGI:3648294]	Tnrc18
ENSMUSG00000078784	RIKEN cDNA 1810022K09 gene [Source:MGI Symbol;Acc:MGI:1916376]	1810022K09Rik
ENSMUSG00000070375	olfactory receptor 406 [Source:MGI Symbol;Acc:MGI:3030240]	Olfr406
ENSMUSG00000036864	cDNA sequence BC053749 [Source:MGI Symbol;Acc:MGI:2681861]	BC053749
ENSMUSG00000058222	olfactory receptor 318 [Source:MGI Symbol;Acc:MGI:3030152]	Olfr318
ENSMUSG00000022752	translocase of outer mitochondrial membrane 70 homolog A (yeast) [Source:MGI Symbol;Acc:MGI:106295]	Tomm70a
ENSMUSG00000022283	poly(A) binding protein, cytoplasmic 1 [Source:MGI Symbol;Acc:MGI:1349722]	Pabpc1
ENSMUSG00000025026	adducin 3 (gamma) [Source:MGI Symbol;Acc:MGI:1351615]	Add3
ENSMUSG00000041390	MyoD family inhibitor domain containing [Source:MGI Symbol;Acc:MGI:104611]	Mdfic
ENSMUSG00000013338	fer-1-like 4 (C. elegans) [Source:MGI Symbol;Acc:MGI:1921812]	Fer1l4
ENSMUSG00000070374	olfactory receptor 59 [Source:MGI Symbol;Acc:MGI:1333755]	Olfr59
ENSMUSG00000027555	carbonic anhydrase 13 [Source:MGI Symbol;Acc:MGI:1931322]	Car13
ENSMUSG00000034818	CUGBP, Elav-like family member 5 [Source:MGI Symbol;Acc:MGI:2442333]	Celf5
ENSMUSG00000060030	olfactory receptor 317 [Source:MGI Symbol;Acc:MGI:3030151]	Olfr317
ENSMUSG00000028763	perlecan (heparan sulfate proteoglycan 2) [Source:MGI Symbol;Acc:MGI:96257]	Hspg2
ENSMUSG00000096051	vomeronasal 1 receptor 40 [Source:MGI Symbol;Acc:MGI:2148518]	Vmn1r40
ENSMUSG00000069117	predicted gene 10260 [Source:MGI Symbol;Acc:MGI:3642298]	Gm10260
ENSMUSG00000061835	olfactory receptor 316 [Source:MGI Symbol;Acc:MGI:3030150]	Olfr316
ENSMUSG00000039354	SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1 [Source:MGI Symbol;Acc:MGI:1859183]	Smarcal1
ENSMUSG00000026976	paired box gene 8 [Source:MGI Symbol;Acc:MGI:97492]	Pax8
ENSMUSG00000056959	olfactory receptor 315 [Source:MGI Symbol;Acc:MGI:3030149]	Olfr315
ENSMUSG00000054675	transmembrane protein 119 [Source:MGI Symbol;Acc:MGI:2385228]	Tmem119
ENSMUSG00000024926	K(lysine) acetyltransferase 5 [Source:MGI Symbol;Acc:MGI:1932051]	Kat5
ENSMUSG00000094586	vomeronasal 1 receptor 41 [Source:MGI Symbol;Acc:MGI:2148520]	Vmn1r41
ENSMUSG00000063116	olfactory receptor 410 [Source:MGI Symbol;Acc:MGI:3030244]	Olfr410
ENSMUSG00000059504	olfactory receptor 314 [Source:MGI Symbol;Acc:MGI:3030148]	Olfr314
ENSMUSG00000068232	vomeronasal 1 receptor 42 [Source:MGI Symbol;Acc:MGI:2148511]	Vmn1r42
ENSMUSG00000054406	olfactory receptor 411 [Source:MGI Symbol;Acc:MGI:3030245]	Olfr411
ENSMUSG00000038664	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1 [Source:MGI Symbol;Acc:MGI:2384589]	Herc1
ENSMUSG00000049154	family with sequence similarity 183, member B [Source:MGI Symbol;Acc:MGI:1922679]	Fam183b
ENSMUSG00000068231	vomeronasal 1 receptor 43 [Source:MGI Symbol;Acc:MGI:2148510]	Vmn1r43
ENSMUSG00000048163	selectin, platelet (p-selectin) ligand [Source:MGI Symbol;Acc:MGI:106689]	Selplg
ENSMUSG00000021662	Rho guanine nucleotide exchange factor (GEF) 28 [Source:MGI Symbol;Acc:MGI:1346016]	Arhgef28
ENSMUSG00000058275	olfactory receptor 412 [Source:MGI Symbol;Acc:MGI:3030246]	Olfr412
ENSMUSG00000097853		
ENSMUSG00000031465	angiopoietin 2 [Source:MGI Symbol;Acc:MGI:1202890]	Angpt2
ENSMUSG00000054477	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2 [Source:MGI Symbol;Acc:MGI:2153182]	Kcnn2
ENSMUSG00000039809	gamma-aminobutyric acid (GABA) B receptor, 2 [Source:MGI Symbol;Acc:MGI:2386030]	Gabbr2
ENSMUSG00000087474	predicted gene 12100 [Source:MGI Symbol;Acc:MGI:3651586]	Gm12100
ENSMUSG00000026272	alanine-glyoxylate aminotransferase [Source:MGI Symbol;Acc:MGI:1329033]	Agxt
ENSMUSG00000015452	advanced glycosylation end product-specific receptor [Source:MGI Symbol;Acc:MGI:893592]	Ager
ENSMUSG00000022751	nitrilase family, member 2 [Source:MGI Symbol;Acc:MGI:1261838]	Nit2
ENSMUSG00000083990	predicted gene 12101 [Source:MGI Symbol;Acc:MGI:3651193]	Gm12101
ENSMUSG00000028391	WD repeat domain 31 [Source:MGI Symbol;Acc:MGI:1918604]	Wdr31
ENSMUSG00000070438	olfactory receptor 313 [Source:MGI Symbol;Acc:MGI:3030147]	Olfr313
ENSMUSG00000004530	coronin, actin binding protein 1C [Source:MGI Symbol;Acc:MGI:1345964]	Coro1c
ENSMUSG00000001150	minichromosome maintenance deficient 3 (S. cerevisiae) associated protein [Source:MGI Symbol;Acc:MGI:1930089]	Mcm3ap
ENSMUSG00000096806	olfactory receptor 312 [Source:MGI Symbol;Acc:MGI:3030146]	Olfr312
ENSMUSG00000081239	predicted gene 11836 [Source:MGI Symbol;Acc:MGI:3650063]	Gm11836
ENSMUSG00000038807	RAP1 GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:3028623]	Rap1gap2
ENSMUSG00000083280	predicted gene 11838 [Source:MGI Symbol;Acc:MGI:3650938]	Gm11838
ENSMUSG00000094805	olfactory receptor 311 [Source:MGI Symbol;Acc:MGI:3030145]	Olfr311
ENSMUSG00000022749	TBC1 domain family, member 23 [Source:MGI Symbol;Acc:MGI:1914831]	Tbc1d23
ENSMUSG00000041771	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 [Source:MGI Symbol;Acc:MGI:2447362]	Slc24a4
ENSMUSG00000028629	exonuclease 5 [Source:MGI Symbol;Acc:MGI:1920422]	Exo5
ENSMUSG00000072915	predicted gene 12258 [Source:MGI Symbol;Acc:MGI:3651534]	Gm12258
ENSMUSG00000053687	dipeptidase 2 [Source:MGI Symbol;Acc:MGI:2442042]	Dpep2
ENSMUSG00000068234	vomeronasal 1 receptor 44 [Source:MGI Symbol;Acc:MGI:2148517]	Vmn1r44
